fighter_id,fight_stat_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,event_city,event_country,avg_ctrl_time,avg_reversals,avg_submission_att,avg_takedown_succ,avg_takedown_att,avg_sig_strikes_att,avg_total_strikes_succ,avg_total_strikes_att,avg_knockdowns,avg_finish_time,fighter_f_name,fighter_l_name
2,9211,5,2694.0,2.0,2694.0,3.0,0,0,0,170.18,155.0,177.8,0.0,31.97262149212868,13,1,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,112.0,93.0,147.0,0.0,300.0,Allan,Zuniga
7,9710,6,7.0,3979.0,3979.0,3.0,0,12,1,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,60,0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,61.0,Cat,Zingano
11,14219,4,2583.0,11.0,11.0,3.0,0,0,0,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,7,4,90.0,0.0,0.0,1.0,5.0,113.0,96.0,153.0,0.0,300.0,Fares,Ziam
12,14106,26,12.0,296.0,296.0,3.0,0,9,0,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,8,0,70.0,0.0,0.0,1.0,5.0,287.0,104.0,291.0,0.0,300.0,Zhalgas,Zhumagulov
13,7750,7,13.0,2103.0,2103.0,3.0,0,9,0,165.1,125.0,162.56,0.0,33.12799452429842,2,4,0,0.0,39,1,115.0,0.0,0.0,1.0,6.0,124.0,33.0,128.0,0.0,300.0,Yao,Zhikui
16,14322,15,16.0,2057.0,16.0,5.0,1,2,1,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,4,0,967.0,0.0,0.0,6.0,7.0,217.0,296.0,358.0,1.0,300.0,Zhang,Weili
17,6316,7,17.0,2362.0,2362.0,3.0,0,0,0,180.34,155.0,180.34,1.0,34.04243668720055,23,9,1,0.0,109,25,151.0,0.0,0.0,1.0,2.0,47.0,51.0,81.0,0.0,300.0,Zhang,Lipeng
18,4140,6,18.0,347.0,347.0,3.0,0,0,0,172.72,155.0,175.26,0.0,45.667351129363446,15,4,0,0.0,119,13,76.0,0.0,0.0,2.0,2.0,93.0,46.0,102.0,0.0,300.0,Zhang,Tiequan
23,14410,4,23.0,2846.0,23.0,3.0,0,0,0,185.42,155.0,195.58,2.0,24.71731690622861,14,1,0,0.0,0,0,17.0,0.0,1.0,0.0,0.0,101.0,36.0,101.0,0.0,206.0,Daniel,Zellhuber
25,14361,9,3488.0,25.0,3488.0,3.0,0,1,0,172.72,145.0,172.72,0.0,27.42231348391513,11,4,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,41.0,9.0,41.0,0.0,231.0,Manolo,Zecchini
26,12291,4,1597.0,26.0,1597.0,3.0,0,3,0,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,0,0,39.0,0.0,0.0,1.0,2.0,205.0,91.0,210.0,0.0,300.0,David,Zawada
30,14045,3,1434.0,30.0,30.0,3.0,0,3,0,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,0,0,15.0,0.0,0.0,0.0,2.0,113.0,50.0,132.0,0.0,300.0,Elizeu,Zaleski dos Santos
31,12025,16,98.0,31.0,98.0,3.0,0,1,0,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,0,0,381.0,0.0,0.0,2.0,17.0,89.0,55.0,112.0,0.0,300.0,Youssef,Zalal
33,13162,43,33.0,336.0,33.0,3.0,0,4,0,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,105.0,54.0,105.0,0.0,300.0,Aiemann,Zahabi
35,5822,55,35.0,2255.0,2255.0,3.0,0,5,0,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,1,1,0.0,0.0,0.0,0.0,2.0,46.0,24.0,47.0,0.0,267.0,Luke,Zachrich
37,13404,25,37.0,740.0,37.0,3.0,0,1,0,175.26,145.0,180.34,0.0,30.85010266940452,13,2,0,0.0,0,0,2.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,0.0,30.0,Sodiq,Yusuff
41,13489,4,1804.0,41.0,1804.0,3.0,0,8,1,170.18,125.0,165.1,0.0,33.09240246406571,9,6,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,82.0,29.0,82.0,0.0,300.0,Shanna,Young
42,14376,7,42.0,1672.0,1672.0,3.0,0,1,0,172.72,145.0,182.88,0.0,30.65023956194388,13,8,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,59.0,Shane,Young
43,4066,6,43.0,1259.0,1259.0,3.0,0,1,0,175.26,145.0,185.42,0.0,37.74127310061601,9,6,0,0.0,135,4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,23.0,Jason,Young
54,12191,16,2925.0,54.0,2925.0,3.0,0,2,1,170.18,115.0,175.26,1.0,36.42984257357974,8,8,0,0.0,0,0,41.0,0.0,0.0,0.0,8.0,236.0,96.0,241.0,0.0,300.0,Ashley,Yoder
64,6826,0,64.0,3421.0,64.0,3.0,0,5,0,177.8,185.0,185.42,1.0,39.29637234770705,13,3,0,0.0,101,9,117.0,0.0,0.0,1.0,6.0,42.0,54.0,76.0,0.0,110.0,Dongi,Yang
65,13885,16,2961.0,65.0,2961.0,3.0,0,4,0,170.18,135.0,177.8,0.0,30.31895961670089,16,4,0,0.0,13,0,0.0,0.0,0.0,0.0,0.0,54.0,25.0,54.0,0.0,177.0,Adrian,Yanez
66,9410,6,66.0,2358.0,2358.0,3.0,0,5,0,175.26,185.0,187.96,0.0,35.630390143737166,9,1,0,0.0,37,10,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.0,42.0,Adam,Yandiev
68,13818,0,68.0,3136.0,3136.0,5.0,0,4,0,170.18,135.0,170.18,2.0,31.11567419575633,16,5,0,0.0,0,0,110.0,0.0,0.0,1.0,5.0,143.0,87.0,155.0,0.0,300.0,Petr,Yan
69,13979,34,3976.0,69.0,69.0,3.0,0,2,1,165.1,115.0,160.02,0.0,34.77344284736482,17,3,0,1.0,11,0,2.0,0.0,0.0,0.0,0.0,36.0,26.0,36.0,1.0,140.0,Yan,Xiaonan
73,3698,0,73.0,2071.0,2071.0,3.0,0,4,0,162.56,135.0,167.64,1.0,47.0280629705681,18,6,0,2.0,83,21,39.0,0.0,0.0,1.0,2.0,49.0,21.0,49.0,0.0,269.0,Norifumi,Yamamoto
78,11437,4,4005.0,78.0,4005.0,3.0,0,0,0,190.5,155.0,187.96,1.0,39.68514715947981,24,10,1,0.0,19,7,117.0,0.0,0.0,1.0,1.0,1.0,15.0,16.0,0.0,180.0,Alexander,Yakovlev
80,13928,16,80.0,2416.0,2416.0,3.0,0,4,0,167.64,135.0,170.18,0.0,39.53182751540041,28,11,1,1.0,0,0,8.0,0.0,0.0,0.0,3.0,21.0,7.0,22.0,0.0,222.0,Rani,Yahya
88,13306,0,88.0,1153.0,1153.0,3.0,0,7,1,172.72,135.0,167.64,0.0,27.93429158110883,13,6,0,0.0,6,0,4.0,0.0,0.0,0.0,0.0,42.0,32.0,48.0,0.0,244.0,Wu,Yanan
90,13742,1,90.0,1294.0,1294.0,3.0,0,10,0,187.96,205.0,195.58,0.0,32.46543463381246,12,5,0,1.0,0,0,13.0,0.0,0.0,0.0,1.0,78.0,199.0,261.0,0.0,300.0,Jordan,Wright
95,12416,5,95.0,2583.0,2583.0,3.0,0,0,0,180.34,155.0,187.96,0.0,37.44284736481862,16,9,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,21.0,0.0,167.0,Khama,Worthy
98,14254,21,98.0,3597.0,98.0,3.0,0,1,0,187.96,145.0,198.12,0.0,31.797399041752225,10,1,1,0.0,5,0,352.0,0.0,0.0,4.0,5.0,126.0,163.0,229.0,0.0,300.0,Sean,Woodson
100,11864,4,100.0,1953.0,1953.0,3.0,0,3,0,175.26,170.0,187.96,0.0,41.96577686516085,19,7,1,0.0,0,0,22.0,0.0,0.0,0.0,1.0,40.0,21.0,43.0,0.0,236.0,Tyron,Woodley
101,14163,5,1480.0,101.0,1480.0,3.0,0,5,0,172.72,185.0,187.96,0.0,30.622861054072555,7,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,9.0,0.0,38.0,Val,Woodburn
102,14224,6,102.0,2991.0,102.0,3.0,0,1,0,167.64,145.0,175.26,0.0,30.88021902806297,20,5,0,0.0,7,4,107.0,0.0,0.0,1.0,2.0,148.0,108.0,174.0,1.0,300.0,Nathaniel,Wood
103,13822,0,103.0,3538.0,103.0,3.0,0,8,1,167.64,125.0,165.1,0.0,38.25325119780972,16,8,0,0.0,7,4,110.0,0.0,0.0,2.0,4.0,228.0,177.0,278.0,0.0,300.0,Joanne,Wood
106,13343,4,3148.0,106.0,3148.0,3.0,0,12,1,180.34,145.0,177.8,0.0,40.544832306639286,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,95.0,44.0,120.0,0.0,300.0,Danyelle,Wolf
110,13268,44,110.0,1135.0,1135.0,3.0,0,11,0,177.8,170.0,177.8,0.0,37.379876796714576,19,9,0,0.0,20,0,27.0,0.0,0.0,1.0,2.0,12.0,2.0,13.0,0.0,129.0,Jason,Witt
114,13079,0,2618.0,114.0,2618.0,3.0,0,5,0,167.64,185.0,177.8,0.0,34.78165639972622,7,3,0,0.0,23,0,0.0,0.0,0.0,0.0,0.0,111.0,34.0,114.0,0.0,265.0,Deron,Winn
115,13082,25,115.0,559.0,559.0,3.0,0,4,0,170.18,135.0,175.26,0.0,39.74537987679671,24,16,1,0.0,23,0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0.0,59.0,Eddie,Wineland
116,11570,5,116.0,2085.0,2085.0,3.0,0,0,0,177.8,155.0,172.72,0.0,40.51471594798083,16,10,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,22.0,Matt,Wiman
117,14131,5,3671.0,117.0,3671.0,3.0,0,1,0,185.42,145.0,185.42,1.0,35.16495550992471,16,8,0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,8.0,14.0,18.0,0.0,174.0,Westin,Wilson
119,8543,55,1205.0,119.0,1205.0,3.0,0,5,0,187.96,205.0,190.5,1.0,36.68993839835729,7,3,0,0.0,82,20,22.0,0.0,0.0,0.0,0.0,60.0,17.0,60.0,0.0,300.0,Jonathan,Wilson
122,9939,16,3752.0,122.0,3752.0,3.0,0,6,0,185.42,264.0,198.12,1.0,36.68446269678302,8,2,0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,16.0,0.0,300.0,Justin,Willis
124,13994,16,124.0,731.0,124.0,3.0,0,6,0,190.5,235.0,200.66,0.0,34.21492128678987,9,1,0,0.0,10,0,155.0,0.0,0.0,1.0,10.0,165.0,85.0,191.0,0.0,300.0,Karl,Williams
125,13970,16,125.0,3820.0,125.0,3.0,0,3,0,182.88,170.0,195.58,0.0,29.987679671457904,14,3,0,0.0,11,0,73.0,0.0,0.0,0.0,0.0,283.0,131.0,284.0,0.0,300.0,Khaos,Williams
126,11464,1,126.0,110.0,110.0,3.0,0,3,0,182.88,170.0,185.42,0.0,40.276522929500345,11,3,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,27.0,0.0,129.0,Cole,Williams
127,12471,43,2865.0,127.0,2865.0,3.0,0,3,0,185.42,185.0,190.5,1.0,33.44832306639288,9,6,0,1.0,18,0,47.0,0.0,0.0,0.0,1.0,50.0,24.0,54.0,0.0,299.0,Jordan,Williams
128,9367,83,3985.0,128.0,3985.0,3.0,0,5,0,187.96,185.0,193.04,0.0,37.72758384668035,15,5,0,0.0,68,0,91.0,0.0,0.0,2.0,5.0,113.0,52.0,126.0,0.0,282.0,Tim,Williams
129,9007,51,859.0,129.0,859.0,3.0,0,4,0,172.72,135.0,185.42,0.0,42.54620123203286,8,6,0,0.0,28,0,55.0,0.0,0.0,1.0,5.0,109.0,68.0,117.0,0.0,300.0,Patrick,Williams
135,8884,38,135.0,4089.0,4089.0,3.0,0,5,0,190.5,185.0,203.2,0.0,32.087611225188226,11,2,0,0.0,15,1,246.0,0.0,0.0,3.0,15.0,46.0,33.0,59.0,0.0,217.0,Rob,Wilkinson
136,7066,114,136.0,3989.0,3989.0,3.0,0,1,0,170.18,145.0,167.64,0.0,36.52566735112936,9,4,0,0.0,7,4,155.0,1.0,2.0,0.0,0.0,23.0,70.0,94.0,0.0,300.0,Mike,Wilkinson
142,9506,3,142.0,971.0,971.0,3.0,0,6,0,195.58,250.0,205.74,0.0,32.134154688569474,10,2,0,0.0,18,0,135.0,0.0,0.0,1.0,2.0,38.0,31.0,65.0,0.0,300.0,Adam,Wieczorek
144,14168,6,144.0,3163.0,3163.0,3.0,0,5,0,182.88,185.0,185.42,0.0,33.2621492128679,25,7,0,0.0,0,0,23.0,0.0,0.0,1.0,1.0,70.0,32.0,71.0,0.0,143.0,Robert,Whittaker
145,12298,5,145.0,2808.0,2808.0,3.0,0,8,1,165.1,125.0,160.02,0.0,32.837782340862425,4,5,0,0.0,0,0,184.0,0.0,0.0,2.0,2.0,13.0,15.0,26.0,0.0,257.0,Emily,Whitmire
147,5953,51,1707.0,147.0,1707.0,3.0,0,0,0,182.88,155.0,182.88,0.0,43.279945242984255,7,3,0,0.0,24,0,0.0,0.0,0.0,0.0,1.0,161.0,112.0,207.0,0.0,300.0,Garett,Whiteley
149,7128,55,149.0,1827.0,1827.0,3.0,0,1,0,175.26,145.0,175.26,1.0,40.95277207392197,14,4,0,0.0,99,23,96.0,0.0,0.0,1.0,4.0,99.0,90.0,158.0,0.0,300.0,Robert,Whiteford
151,9385,2,870.0,151.0,870.0,3.0,0,3,0,187.96,170.0,193.04,0.0,33.73305954825462,14,9,0,0.0,21,0,8.0,0.0,1.0,0.0,0.0,42.0,64.0,94.0,1.0,300.0,Craig,White
152,10576,13,152.0,2976.0,2976.0,3.0,0,0,0,182.88,155.0,180.34,1.0,35.422313483915126,13,6,0,0.0,3,3,61.0,0.0,0.0,0.0,11.0,133.0,66.0,146.0,0.0,300.0,Alex,White
157,6926,5,157.0,2875.0,157.0,3.0,0,3,0,185.42,170.0,180.34,1.0,39.59479808350445,10,3,1,0.0,0,0,147.0,0.0,0.0,1.0,1.0,79.0,60.0,115.0,0.0,192.0,Sheldon,Westcott
160,11184,-1,160.0,2688.0,160.0,3.0,0,6,0,193.04,231.0,195.58,0.0,46.652977412731005,24,9,1,0.0,19,7,66.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,0.0,150.0,Fabricio,Werdum
161,14260,4,161.0,2632.0,2632.0,3.0,0,3,0,175.26,170.0,187.96,2.0,37.40177960301163,12,3,1,0.0,5,0,566.0,0.0,2.0,3.0,5.0,48.0,41.0,78.0,0.0,110.0,Jeremiah,Wells
164,14314,16,164.0,438.0,438.0,3.0,0,5,0,187.96,185.0,198.12,0.0,39.7700205338809,15,7,0,0.0,4,0,81.0,0.0,0.0,0.0,8.0,92.0,39.0,94.0,0.0,300.0,Chris,Weidman
166,13457,5,974.0,166.0,974.0,3.0,0,4,0,172.72,135.0,175.26,0.0,29.88911704312115,11,3,0,0.0,0,0,63.0,0.0,0.0,2.0,3.0,26.0,22.0,32.0,0.0,247.0,Joshua,Weems
167,13338,43,167.0,2128.0,2128.0,3.0,0,3,0,180.34,170.0,182.88,0.0,30.33538672142368,5,3,0,0.0,0,0,109.0,0.0,0.0,1.0,9.0,108.0,49.0,113.0,0.0,300.0,Darian,Weeks
168,6311,38,1469.0,168.0,1469.0,3.0,0,4,0,170.18,135.0,170.18,0.0,37.35797399041752,4,1,0,0.0,109,25,0.0,0.0,0.0,0.0,0.0,32.0,29.0,43.0,0.0,299.0,Royston,Wee
171,11304,0,171.0,332.0,332.0,3.0,0,11,0,182.88,155.0,185.42,1.0,32.303901437371664,15,6,0,0.0,0,0,28.0,1.0,0.0,1.0,6.0,80.0,60.0,85.0,0.0,260.0,Brok,Weaver
173,6613,121,3580.0,173.0,3580.0,3.0,0,5,0,185.42,185.0,185.42,0.0,41.70020533880904,17,9,0,0.0,5,0,108.0,0.0,0.0,1.0,8.0,140.0,104.0,164.0,0.0,300.0,Tom,Watson
174,4043,84,2899.0,174.0,2899.0,3.0,0,4,0,180.34,135.0,190.5,0.0,39.69062286105408,14,10,0,0.0,62,5,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.0,69.0,Walel,Watson
179,14431,2,981.0,179.0,981.0,3.0,0,2,1,160.02,115.0,157.48,0.0,38.21492128678987,18,12,0,0.0,0,0,169.0,0.0,0.0,1.0,6.0,32.0,16.0,37.0,0.0,162.0,Michelle,Waterson-Gomez
180,13949,4,1135.0,180.0,180.0,3.0,0,3,0,195.58,170.0,195.58,0.0,29.08966461327857,8,1,0,0.0,0,0,27.0,0.0,0.0,1.0,2.0,203.0,106.0,205.0,0.0,300.0,Trey,Waters
181,7197,10,3117.0,181.0,3117.0,3.0,0,3,0,185.42,170.0,200.66,0.0,34.954140999315534,9,5,0,0.0,85,22,435.0,0.0,0.0,4.0,12.0,16.0,39.0,54.0,0.0,300.0,Dominic,Waters
190,9405,105,3136.0,190.0,3136.0,3.0,0,4,0,172.72,135.0,180.34,0.0,37.98494182067078,17,9,0,0.0,37,10,0.0,0.0,0.0,0.0,0.0,34.0,22.0,51.0,0.0,300.0,Terrion,Ware
201,7758,38,201.0,1712.0,1712.0,3.0,0,3,0,182.88,170.0,185.42,0.0,35.31279945242984,9,5,0,0.0,39,1,173.0,0.0,1.0,2.0,8.0,88.0,33.0,106.0,0.0,300.0,Richard,Walsh
211,13933,5,1958.0,211.0,1958.0,3.0,0,8,1,162.56,125.0,170.18,2.0,35.644079397672826,8,4,0,0.0,0,0,64.0,0.0,0.0,0.0,0.0,145.0,31.0,149.0,0.0,300.0,Brogan,Walker
212,14003,16,632.0,212.0,212.0,3.0,0,10,0,198.12,205.0,208.28,0.0,31.98631074606434,21,7,0,0.0,10,0,32.0,0.0,0.0,1.0,1.0,192.0,99.0,204.0,0.0,300.0,Johnny,Walker
217,5135,0,1143.0,217.0,1143.0,3.0,0,3,0,180.34,170.0,190.5,0.0,35.9151266255989,16,9,0,0.0,0,0,146.0,0.0,1.0,0.0,4.0,89.0,49.0,102.0,0.0,243.0,TJ,Waldburger
219,8353,48,1249.0,219.0,219.0,3.0,0,0,0,177.8,155.0,177.8,0.0,36.48459958932238,12,3,0,0.0,86,0,497.0,1.0,2.0,3.0,8.0,43.0,51.0,79.0,0.0,300.0,Chris,Wade
225,14393,0,342.0,225.0,225.0,3.0,0,6,0,200.66,250.0,203.2,0.0,35.41683778234086,37,10,0,0.0,1,1,155.0,0.0,1.0,0.0,1.0,143.0,107.0,164.0,1.0,277.0,Alexander,Volkov
226,4306,147,226.0,2728.0,2728.0,3.0,0,0,0,175.26,155.0,180.34,1.0,43.55099247091034,19,7,0,0.0,0,0,337.0,0.0,0.0,4.0,12.0,51.0,11.0,60.0,0.0,265.0,Jacob,Volkmann
227,14172,0,227.0,983.0,227.0,5.0,1,1,0,167.64,145.0,180.34,0.0,35.48528405201917,26,2,0,0.0,0,0,433.0,0.0,0.0,7.0,12.0,97.0,149.0,198.0,0.0,259.0,Alexander,Volkanovski
229,5408,117,229.0,3799.0,3799.0,3.0,0,3,0,182.88,170.0,187.96,0.0,44.91444216290212,19,13,0,0.0,122,0,137.0,2.0,0.0,0.0,1.0,94.0,74.0,138.0,0.0,300.0,Bobby,Voelker
230,13614,5,230.0,1763.0,1763.0,3.0,0,2,1,160.02,115.0,160.02,2.0,28.750171115674195,7,3,0,0.0,0,0,3.0,0.0,1.0,0.0,0.0,74.0,66.0,113.0,0.0,300.0,Cheyanne,Vlismas
234,4744,71,234.0,575.0,575.0,3.0,0,3,0,182.88,170.0,185.42,0.0,33.007529089664615,10,5,0,0.0,131,6,37.0,0.0,0.0,1.0,7.0,171.0,70.0,173.0,0.0,300.0,Yuri,Villefort
240,12919,1,1280.0,240.0,1280.0,3.0,0,10,0,185.42,205.0,185.42,0.0,39.97262149212868,18,14,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,22.0,0.0,295.0,Ike,Villanueva
241,12470,3,241.0,3854.0,3854.0,3.0,0,6,0,190.5,230.0,193.04,0.0,38.600958247775495,17,14,0,0.0,18,0,8.0,0.0,0.0,0.0,0.0,51.0,30.0,51.0,0.0,143.0,Gian,Villante
245,13956,1,245.0,3646.0,245.0,3.0,0,5,0,182.88,185.0,185.42,0.0,34.496919917864474,9,2,0,0.0,0,0,259.0,0.0,2.0,1.0,7.0,15.0,30.0,37.0,0.0,88.0,Rodolfo,Vieira
246,14206,4,246.0,2237.0,246.0,3.0,0,7,1,172.72,135.0,172.72,0.0,32.580424366872,14,3,0,0.0,7,4,649.0,0.0,3.0,3.0,3.0,33.0,65.0,103.0,0.0,300.0,Ketlen,Vieira
247,7983,117,33.0,247.0,33.0,3.0,0,4,0,170.18,135.0,165.1,0.0,41.327857631759066,13,5,0,0.0,90,5,143.0,0.0,0.0,2.0,13.0,190.0,73.0,199.0,0.0,300.0,Reginaldo,Vieira
249,14416,2,249.0,1071.0,1071.0,3.0,0,7,1,167.64,135.0,172.72,0.0,25.661875427789184,7,2,0,0.0,0,0,54.0,0.0,1.0,0.0,3.0,109.0,78.0,131.0,0.0,300.0,Tamires,Vidal
250,10537,0,1161.0,250.0,1161.0,3.0,0,3,0,190.5,155.0,193.04,0.0,37.08418891170431,13,5,0,0.0,38,0,13.0,0.0,0.0,0.0,0.0,18.0,10.0,19.0,0.0,104.0,James,Vick
252,14294,5,252.0,1958.0,1958.0,3.0,0,2,1,165.1,115.0,170.18,0.0,31.7782340862423,13,6,0,0.0,0,0,118.0,0.0,0.0,1.0,3.0,25.0,41.0,68.0,0.0,222.0,Polyana,Viana
254,6578,42,254.0,3563.0,3563.0,3.0,0,4,0,167.64,135.0,170.18,0.0,41.49486652977413,8,4,0,0.0,16,6,362.0,0.0,0.0,1.0,15.0,38.0,42.0,68.0,0.0,300.0,Hugo,Viana
255,14098,0,255.0,3562.0,3562.0,5.0,0,5,0,182.88,185.0,187.96,1.0,30.510609171800137,19,7,1,0.0,0,0,28.0,0.0,0.0,1.0,1.0,301.0,154.0,302.0,0.0,300.0,Marvin,Vettori
258,14238,22,258.0,876.0,258.0,3.0,0,9,0,167.64,125.0,172.72,0.0,32.76933607118412,12,4,1,0.0,6,0,0.0,0.0,0.0,0.0,0.0,181.0,109.0,181.0,0.0,300.0,CJ,Vergara
263,14316,0,263.0,1571.0,263.0,3.0,0,4,0,172.72,135.0,177.8,2.0,31.310061601642712,21,8,1,0.0,4,0,0.0,0.0,0.0,0.0,1.0,251.0,141.0,251.0,0.0,300.0,Marlon,Vera
265,4735,0,937.0,265.0,937.0,3.0,0,6,0,190.5,230.0,198.12,0.0,46.455852156057496,15,7,0,1.0,61,0,0.0,0.0,0.0,0.0,1.0,63.0,47.0,69.0,0.0,114.0,Brandon,Vera
268,12287,1,1199.0,268.0,1199.0,3.0,0,0,0,172.72,155.0,185.42,0.0,28.188911704312115,9,3,0,0.0,0,0,27.0,0.0,0.0,1.0,1.0,51.0,30.0,56.0,0.0,265.0,Luigi,Vendramini
269,4557,3,1920.0,269.0,1920.0,3.0,0,5,0,182.88,185.0,190.5,0.0,38.72689938398357,17,5,0,0.0,58,6,294.0,0.0,0.0,2.0,6.0,52.0,62.0,99.0,0.0,169.0,Karlos,Vemola
270,8641,8,1810.0,270.0,1810.0,3.0,0,3,0,182.88,170.0,193.04,1.0,35.266255989048595,15,6,1,0.0,1,1,278.0,2.0,1.0,1.0,1.0,48.0,113.0,163.0,0.0,300.0,Bojan,Velickovic
272,9817,4,1484.0,272.0,1484.0,5.0,0,6,0,185.42,240.0,195.58,0.0,41.659137577002056,14,3,0,0.0,24,0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,26.0,Cain,Velasquez
283,5958,0,283.0,3200.0,3200.0,3.0,0,0,0,172.72,155.0,180.34,0.0,39.449691991786445,21,11,1,2.0,24,0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,10.0,0.0,112.0,Jamie,Varner
284,12829,10,1199.0,284.0,1199.0,3.0,0,0,0,172.72,155.0,180.34,1.0,38.60917180013689,12,5,0,0.0,7,4,163.0,0.0,0.0,0.0,0.0,9.0,16.0,21.0,0.0,229.0,Kazula,Vargas
286,11105,9,1057.0,286.0,1057.0,3.0,0,8,1,162.56,115.0,165.1,0.0,29.99863107460644,8,5,0,0.0,19,7,32.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,141.0,Paige,VanZant
287,13898,4,287.0,23.0,23.0,3.0,0,0,0,175.26,155.0,180.34,0.0,32.030116358658454,12,7,2,0.0,12,0,6.0,0.0,0.0,0.0,3.0,91.0,51.0,91.0,0.0,300.0,Lando,Vannata
289,13473,1,3390.0,289.0,3390.0,3.0,0,6,0,193.04,265.0,203.2,0.0,31.86858316221766,12,10,0,0.0,0,0,13.0,0.0,0.0,0.0,1.0,138.0,59.0,143.0,0.0,300.0,Jared,Vanderaa
291,13363,5,1587.0,291.0,1587.0,3.0,0,0,0,187.96,155.0,187.96,2.0,30.910335386721425,15,7,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,40.0,0.0,229.0,Cameron,VanCamp
296,14105,26,12.0,296.0,296.0,3.0,0,9,0,165.1,125.0,165.1,0.0,22.455852156057496,8,1,0,0.0,8,0,1.0,0.0,0.0,0.0,2.0,234.0,131.0,245.0,0.0,300.0,Joshua,Van
297,5895,117,116.0,297.0,116.0,3.0,0,0,0,172.72,155.0,177.8,0.0,45.96303901437371,16,7,1,0.0,23,0,336.0,0.0,0.0,0.0,5.0,121.0,120.0,165.0,0.0,300.0,Isaac,Vallie-Flagg
301,12815,6,715.0,301.0,715.0,3.0,0,4,0,167.64,135.0,170.18,0.0,34.17932922655715,18,3,0,1.0,7,4,123.0,0.0,1.0,2.0,3.0,150.0,75.0,155.0,0.0,300.0,Timur,Valiev
305,14179,1,3107.0,305.0,3107.0,3.0,0,0,0,175.26,155.0,182.88,0.0,32.18891170431211,10,3,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,236.0,65.0,237.0,1.0,300.0,Genaro,Valdez
307,6770,45,307.0,1839.0,1839.0,3.0,0,9,0,167.64,125.0,175.26,0.0,40.766598220396986,10,4,0,0.0,39,1,44.0,0.0,0.0,3.0,3.0,156.0,82.0,176.0,0.0,300.0,Richie,Vaculik
308,4968,43,308.0,1357.0,1357.0,3.0,0,9,0,167.64,125.0,165.1,0.0,44.4435318275154,10,6,0,0.0,45,0,72.0,0.0,0.0,2.0,10.0,71.0,50.0,92.0,0.0,300.0,Darren,Uyenoyama
309,14420,3,309.0,3421.0,309.0,3.0,0,6,0,187.96,239.0,200.66,0.0,34.98151950718686,11,2,0,0.0,0,0,187.0,0.0,0.0,1.0,3.0,191.0,118.0,234.0,0.0,300.0,Mohammed,Usman
310,13845,0,3117.0,310.0,3117.0,5.0,1,3,0,182.88,170.0,193.04,2.0,36.87337440109514,20,3,0,0.0,7,4,303.0,0.0,0.0,4.0,15.0,205.0,113.0,232.0,0.0,300.0,Kamaru,Usman
314,14015,2,3385.0,314.0,314.0,3.0,0,3,0,190.5,170.0,190.5,0.0,27.969883641341543,7,3,0,0.0,0,0,186.0,0.0,1.0,2.0,2.0,82.0,100.0,139.0,1.0,175.0,Gilbert,Urbina
